plot,code,species
SC_BURN_10,OPUPOL,Opuntia polyacantha
SC_BURN_10,CIRUND,Cirsium undulatum
SC_BURN_10,ELYSMI,Elymus smithii
SC_BURN_10,DELCAR,Delphinium carolinianum
SC_BURN_10,MIRLIN,Mirabilis linearis
SC_BURN_10,OPUMAC,Opuntia macrorhiza
SC_BURN_10,HARTRA,Harbouria trachypleura
SC_BURN_10,OENHOW,Oenothera howardii
SC_BURN_10,ELYELY,Elymus elymoides
SC_BURN_10,LINDAL,Linaria dalmatica
SC_BURN_11,ASTAGR,Astragalus agrestis
SC_BURN_11,ARGPOL,Argemone polyanthemos
SC_BURN_11,ELYSMI,Elymus smithii
SC_BURN_11,ARTDRA,Artemisia dracunculus
SC_BURN_11,CAREX SP.,Carex sp.
SC_BURN_11,ELLNYC,Ellisia nyctelea
SC_BURN_11,VIONUT,Viola nuttallii
SC_BURN_11,CHEALB,Chenopodium album
SC_BURN_11,THEMEG,Thelesperma megapotamicum
SC_BURN_11,LIAPUN,Liatris punctata
SC_BURN_11,PEDTEN,Pediomelum tenuiflorum
SC_BURN_11,LINLEW,Linum lewisii
SC_BURN_11,DESPIN,Descurainia pinnata
SC_BURN_11,LINDAL,Linaria dalmatica
SC_BURN_11,HESCOM,Hesperostipa comata
SC_BURN_11,OENSUF,Oenothera suffrutescens
SC_BURN_11,AMBPSI,Ambrosia psilostachya
SC_BURN_11,SPHCOC,Sphaeralcea coccinea
SC_BURN_11,TAROFF,Taraxacum officinale
SC_BURN_11,FALCON,Fallopia convolvulus
SC_BURN_11,ASTFLE,Astragalus flexuosus
SC_BURN_11,TRADUB,Tragopogon dubius
SC_BURN_11,ARTLUD,Artemisia ludoviciana
SC_BURN_11,POACOM,Poa compressa
SC_BURN_11,ANDGER,Andropogon gerardii
SC_BURN_11,HEUPAR,Heuchera parvifolia
SC_BURN_11,CERARV,Cerastium arvense strictum
SC_BURN_11,LOMORI,Lomatium orientale
SC_BURN_11,OPUPOL,Opuntia polyacantha
SC_BURN_11,TOXPAN,Toxicoscordion paniculatum
SC_BURN_11,ROSARK,Rosa arkansana
SC_BURN_11,ARIPUR,Aristida purpurea
SC_BURN_11,NOTCUS,Nothocalais cuspidata
SC_BURN_11,YUCGLA,Yucca glauca
SC_BURN_11,ERIEFF,Eriogonum effusum
SC_BURN_11,HETVIL,Heterotheca villosa
SC_BURN_11,HARTRA,Harbouria trachypleura
SC_BURN_12,LIAPUN,Liatris punctata
SC_BURN_12,ARIPUR,Aristida purpurea
SC_BURN_12,PEDTEN,Pediomelum tenuiflorum
SC_BURN_12,ANDGER,Andropogon gerardii
SC_BURN_12,QUILOB,Quincula lobata
SC_BURN_12,ALLTEX,Allium textile
SC_BURN_12,OENSUF,Oenothera suffrutescens
SC_BURN_12,OENHOW,Oenothera howardii
SC_BURN_12,ASTFLE,Astragalus flexuosus
SC_BURN_12,ELYSMI,Elymus smithii
SC_BURN_12,POMVER,Pombalia verticillata
SC_BURN_12,CAREX SP.,Carex sp.
SC_BURN_12,HESCOM,Hesperostipa comata
SC_BURN_12,TRARAM,Tragia ramosa
SC_BURN_12,BOUGRA,Bouteloua gracilis
SC_BURN_12,LINLEW,Linum lewisii
SC_BURN_12,EUPESU,Euphorbia esula
SC_BURN_12,SPHCOC,Sphaeralcea coccinea
SC_BURN_12,LINDAL,Linaria dalmatica
SC_BURN_12,CHEALB,Chenopodium album
SC_BURN_12,CONARV,Convolvulus arvensis
SC_BURN_12,DALPUR,Dalea purpurea
SC_BURN_12,YUCGLA,Yucca glauca
SC_BURN_12,OPUMAC,Opuntia macrorhiza
SC_BURN_12,TRADUB,Tragopogon dubius
SC_BURN_12,HELANN,Helianthus annuus
SC_BURN_12,VIONUT,Viola nuttallii
SC_BURN_12,THEMEG,Thelesperma megapotamicum
SC_BURN_13,PEDTEN,Pediomelum tenuiflorum
SC_BURN_13,EVONUT,Evolvulus nuttallianus
SC_BURN_13,THEMEG,Thelesperma megapotamicum
SC_BURN_13,ARTDRA,Artemisia dracunculus
SC_BURN_13,PACPLA,Packera plattensis
SC_BURN_13,EROCIC,Erodium cicutarium
SC_BURN_13,OENSUF,Oenothera suffrutescens
SC_BURN_13,BOUGRA,Bouteloua gracilis
SC_BURN_13,TRARAM,Tragia ramosa
SC_BURN_13,OPUPOL,Opuntia polyacantha
SC_BURN_13,CONARV,Convolvulus arvensis
SC_BURN_13,LIAPUN,Liatris punctata
SC_BURN_13,CHEALB,CHenopodium album
SC_BURN_13,ELYSMI,Elymus smithii
SC_BURN_13,SPHCOC,Sphaeralcea coccinea
SC_BURN_13,CHEINC,Chenopodium incanum
SC_BURN_13,PHYHED,Physalis hederifolia
SC_BURN_13,YUCGLA,Yucca glauca
SC_BURN_13,AMBPSI,Ambrosia psilostachya
SC_BURN_13,LINLEW,Linum lewisii
SC_BURN_13,LINDAL,Linaria dalmatica
SC_BURN_13,ARGPOL,Argemone polyanthemos
SC_BURN_13,NOTCUS,Nothocalais cuspidata
SC_BURN_13,MIRLIN,Mirabilis linearis
SC_BURN_13,OPUMAC,Opuntia macrorhiza
SC_BURN_13,HETVIL,Heterotheca villosa
SC_BURN_13,ARTLUD,Artemisia ludoviciana
SC_BURN_13,ARIPUR,Aristida purpurea
SC_BURN_13,PACFEN,Packera fendleri
SC_BURN_13,HESCOM,Hesperostipa comata
SC_BURN_13,BROTEC,Bromus tectorum
SC_BURN_13,CIRUND,Cirsium undulatum
SC_BURN_13,LOMORI,Lomatium orientale
SC_BURN_14,YUCGLA,Yucca glauca
SC_BURN_14,VIONUT,Viola nuttallii
SC_BURN_14,HETVIL,Heterotheca villosa
SC_BURN_14,LINLEW,Linum lewisii
SC_BURN_14,PHYMON,Physaria montana
SC_BURN_14,LIAPUN,Liatris punctata
SC_BURN_14,ALLTEX,Allium textile
SC_BURN_14,HARTRA,Harbouria trachypleura
SC_BURN_14,OENSUF,Oenothera suffrutescens
SC_BURN_14,OENHOW,Oenothera howardii
SC_BURN_14,ANDGER,Andropogon gerardii
SC_BURN_14,LINDAL,Linaria dalmatica
SC_BURN_14,CHEALB,Chenopodium album
SC_BURN_14,POACOM,Poa compressa
SC_BURN_14,ROSARK,Rosa arkansana
SC_BURN_14,ARTLUD,Artemisia ludoviciana
SC_BURN_14,CIRUND,Cirsium undulatum
SC_BURN_14,NOTCUS,Nothocalais cuspidata
SC_BURN_14,DESPIN,Descurainia pinnata
SC_BURN_14,TRADUB,Tragopogon dubius
SC_BURN_14,TRAOCC,Tradescantia occidentalis
SC_BURN_14,LOMORI,Lomatium orientale
SC_BURN_14,OPUPOL,Opuntia polyacantha
SC_BURN_14,ALYSIM,Alyssum simplex
SC_BURN_14,THEMEG,Thelesperma megapotamicum
SC_BURN_14,HELPUM,Helianthus pumilus
SC_BURN_14,CERARV,Cerastium arvense strictum
SC_BURN_14,ERIEFF,Eriogonum effusum
SC_BURN_14,NUTTEX,Nuttallanthus texanus
SC_BURN_14,TOMREP,Tomostima reptans
SC_BURN_14,OXYSER,Oxytropis sericea sericea
SC_BURN_15,ELYSMI,Elymus smithii
SC_BURN_15,BOUGRA,Bouteloua gracilis
SC_BURN_15,EVONUT,Evolvulus nuttallianus
SC_BURN_15,OPUMAC,Opuntia macrorhiza
SC_BURN_15,SPHCOC,Sphaeralcea coccinea
SC_BURN_15,TRARAM,Tragia ramosa
SC_BURN_15,ASTLAX,Astragalus laxmannii
SC_BURN_15,ARTLUD,Artemisia ludoviciana
SC_BURN_15,LINDAL,Linaria dalmatica
SC_BURN_15,EROCIC,Erodium cicutarium
SC_BURN_15,CHEALB,Chenopodium album
SC_BURN_15,DELCAR,Delphinium carolinianum
SC_BURN_15,OENSUF,Oenothera suffrutescens
SC_BURN_15,LAPOCC,Lappula occidentalis
SC_BURN_15,ARIPUR,Aristida purpurea
SC_BURN_15,PHYHED,Physalis hederifolia
SC_BURN_15,ANDGER,Andropogon gerardii
SC_BURN_15,TRADUB,Tragopogon dubius
SC_BURN_15,LIAPUN,Liatris punctata
SC_BURN_15,HETVIL,Heterotheca villosa
SC_BURN_15,QUILOB,Quincula lobata
SC_BURN_15,UNK11,
SC_BURN_15,HESCOM,Hesperostipa comata
SC_BURN_15,CAREX SP.,Carex sp.
SC_BURN_15,ERIEFF,Eriogonum effusum
SC_BURN_15,HELANN,Helianthus annuus
SC_BURN_15,LOMORI,Lomatium orientale
SC_BURN_15,MIRLIN,Mirabilis linearis
SC_BURN_15,PEDTEN,Pediomelum tenuiflorum
SC_BURN_15,TRAOCC,Tradescantia occidentalis
SC_BURN_16,ANDGER,Andropogon gerardii
SC_BURN_16,LOMORI,Lomatium orientale
SC_BURN_16,ARTLUD,Artemisia ludoviciana
SC_BURN_16,EUPESU,Euphorbia esula
SC_BURN_16,LINLEW,Linum lewisii
SC_BURN_16,MIRLIN,Mirabilis linearis
SC_BURN_16,PEDTEN,Pediomelum tenuiflorum
SC_BURN_16,TRARAM,Tragia ramosa
SC_BURN_16,ROSARK,Rosa arkansana
SC_BURN_16,OENSUF,Oenothera suffrutescens
SC_BURN_16,BOUGRA,Bouteloua gracilis
SC_BURN_16,YUCGLA,Yucca glauca
SC_BURN_16,CHEALB,Chenopodium album
SC_BURN_16,POMVER,Pombalia verticillata
SC_BURN_16,CIRUND,Cirsium undulatum
SC_BURN_16,LINDAL,Linaria dalmatica
SC_BURN_16,HETVIL,Heterotheca villosa
SC_BURN_16,OPUPOL,Opuntia polyacantha
SC_BURN_16,LIAPUN,Liatris punctata
SC_BURN_16,SPHCOC,Sphaeralcea coccinea
SC_BURN_16,OENHOW,Oenothera howardii
SC_BURN_16,PACPLA,Packera plattensis
SC_BURN_16,LAPOCC,Lappula occidentalis
SC_BURN_16,NOTCUS,Nothocalais cuspidata
SC_BURN_16,ASTFLE,Astragalus flexuosus
SC_BURN_16,ALLTEX,Allium textile
SC_BURN_16,BROTEC,Bromus tectorum
SC_BURN_16,ARIPUR,Aristida purpurea
SC_BURN_16,CAREX SP.,Carex sp.
SC_BURN_16,TRAOCC,Tradescantia occidentalis
SC_BURN_16,CERARV,Cerastium arvense strictum
SC_BURN_16,HESCOM,Hesperostipa comata
SC_BURN_16,HELANN,Helianthus annuus
SC_BURN_16,ASCVIR,Asclepias viridiflora
SC_BURN_16,ELYSMI,Elymus smithii
SC_BURN_17,LINDAL,Linaria dalmatica
SC_BURN_17,AMBPSI,Ambrosia psilostachya
SC_BURN_17,QUILOB,Quincula lobata
SC_BURN_17,CAREX SP.,Carex sp.
SC_BURN_17,ANDGER,Andropogon gerardii
SC_BURN_17,BOUGRA,Bouteloua gracilis
SC_BURN_17,HESCOM,Hesperostipa comata
SC_BURN_17,CHEALB,Chenopodium album
SC_BURN_17,PEDTEN,Pediomelum tenuiflorum
SC_BURN_17,NOTCUS,Nothocalais cuspidata
SC_BURN_17,SPHCOC,Sphaeralcea coccinea
SC_BURN_17,TRAOCC,Tradescantia occidentalis
SC_BURN_17,TRARAM,Tragia ramosa
SC_BURN_17,OPUMAC,Opuntia macrorhiza
SC_BURN_17,OENSUF,Oenothera suffrutescens
SC_BURN_17,LAPOCC,Lappula occidentalis
SC_BURN_17,HELANN,Helianthus annuus
SC_BURN_17,TRADUB,Tragopogon dubius
SC_BURN_17,ERIEFF,Eriogonum effusum
SC_BURN_17,OPUPOL,Opuntia polyacantha
SC_BURN_17,EROCIC,Erodium cicutarium
SC_BURN_17,HETVIL,Heterotheca villosa
SC_BURN_17,ARTLUD,Artemisia ludoviciana
SC_BURN_17,DESPIN,Descurainia pinnata
SC_BURN_17,CIRUND,Cirsium undulatum
SC_BURN_17,ELYSMI,Elymus smithii
SC_BURN_17,OENHOW,Oenothera howardii
SC_BURN_17,VIONUT,Viola nuttallii
SC_BURN_17,LIAPUN,Liatris punctata
SC_BURN_17,YUCGLA,Yucca glauca
SC_BURN_17,UNK10,
SC_BURN_18,ELYSMI,Elymus smithii
SC_BURN_18,PEDTEN,Pediomelum tenuiflorum
SC_BURN_18,ROSARK,Rosa arkansana
SC_BURN_18,HELANN,Helianthus annuus
SC_BURN_18,CHEALB,Chenopodium album
SC_BURN_18,CIRUND,Cirsium undulatum
SC_BURN_18,ARTLUD,Artemisia ludoviciana
SC_BURN_18,POMVER,Pombalia verticillata
SC_BURN_18,LINDAL,Linaria dalmatica
SC_BURN_18,TRARAM,Tragia ramosa
SC_BURN_18,OPUPOL,Opuntia polyacantha
SC_BURN_18,TRAOCC,Tradescantia occidentalis
SC_BURN_18,YUCGLA,Yucca glauca
SC_BURN_18,LIAPUN,Liatris punctata
SC_BURN_18,OPUMAC,Opuntia macrorhiza
SC_BURN_18,MIRLIN,Mirabilis linearis
SC_BURN_18,CAREX SP.,Carex sp.
SC_BURN_18,EROCIC,Erodium cicutarium
SC_BURN_18,TRADUB,Tragopogon dubius
SC_BURN_18,ANDGER,Andropogon gerardii
SC_BURN_18,HESCOM,Hesperostipa comata
SC_CON_01,ANDGER,Andropogon gerardii
SC_CON_01,ARTLUD,Artemisia ludoviciana
SC_CON_01,HESCOM,Hesperostipa comata
SC_CON_01,HELPUM,Helianthus pumilus
SC_CON_01,ARTFRI,Artemisia frigida
SC_CON_01,EROCIC,Erodium cicutarium
SC_CON_01,TRARAM,Tragia ramosa
SC_CON_01,MIRLIN,Mirabilis linearis
SC_CON_01,OPUPOL,Opuntia polyacantha
SC_CON_01,YUCGLA,Yucca glauca
SC_CON_01,EVONUT,Evolvulus nuttallianus
SC_CON_01,TRAOCC,Tradescantia occidentalis
SC_CON_01,TRADUB,Tragopogon dubius
SC_CON_01,VIONUT,Viola nuttallii
SC_CON_01,HETVIL,Heterotheca villosa
SC_CON_01,ALLTEX,Allium textile
SC_CON_01,ECHVIR,Echinocereus viridiflorus
SC_CON_01,CIRUND,Cirsium undulatum
SC_CON_01,PEDTEN,Pediomelum tenuiflorum
SC_CON_01,LAPOCC,Lappula occidentalis
SC_CON_01,AMBPSI,Ambrosia psilostachya
SC_CON_01,EUPESU,Euphorbia esula
SC_CON_01,BROTEC,Bromus tectorum
SC_CON_01,OPUMAC,Opuntia macrorhiza
SC_CON_01,ERIFLA,Erigeron flagellaris
SC_CON_01,CERARV,Cerastium arvense strictum
SC_CON_01,HARTRA,Harbouria trachypleura
SC_CON_01,THEMEG,Thelesperma megapotamicum
SC_CON_02,ANDGER,Andropogon gerardii
SC_CON_02,SPHCOC,Sphaeralcea coccinea
SC_CON_02,ARTLUD,Artemisia ludoviciana
SC_CON_02,HELPUM,Helianthus pumilus
SC_CON_02,HETVIL,Heterotheca villosa
SC_CON_02,ERIFLA,Erigeron flagellaris
SC_CON_02,ARTFRI,Artemisia frigida
SC_CON_02,TRARAM,Tragia ramosa
SC_CON_02,PEDTEN,Pediomelum tenuiflorum
SC_CON_02,OENSUF,Oenothera suffrutescens
SC_CON_02,HESCOM,Hesperostipa comata
SC_CON_02,GUTSAR,Gutierrezia sarothrae
SC_CON_02,OPUPOL,Opuntia polyacantha
SC_CON_02,OPUMAC,Opuntia macrorhiza
SC_CON_02,EROCIC,Erodium cicutarium
SC_CON_02,SOLNIT,Solanum nitidibaccatum
SC_CON_02,CHEALB,Chenopodium album
SC_CON_02,PENSEC,Penstemon secundiflorus
SC_CON_02,YUCGLA,Yucca glauca
SC_CON_02,POMVER,Pombalia verticillata
SC_CON_02,MIRLIN,Mirabilis linearis
SC_CON_02,ARIPUR,Aristida purpurea
SC_CON_02,EVONUT,Evolvulus nuttallianus
SC_CON_02,TRADUB,Tragopogon dubius
SC_CON_02,TRAOCC,Tradescantia occidentalis
SC_CON_02,CAMMIC,Camelina microcarpa
SC_CON_02,THEMEG,Thelesperma megapotamicum
SC_CON_03,CIRUND,Cirsium undulatum
SC_CON_03,HESCOM,Hesperostipa comata
SC_CON_03,OPUPOL,Opuntia polyacantha
SC_CON_03,ERIFLA,ERIgeron flagellaris
SC_CON_03,AMBPSI,Ambrosia psilostachya
SC_CON_03,CHEALB,Chenopodium album
SC_CON_03,PINPON,Pinus ponderosa
SC_CON_03,ARTFRI,Artemisia frigida
SC_CON_03,CORAUR,Corydalis aurea
SC_CON_03,ASCPUM,Asclepias pumila
SC_CON_03,GERCAE,Geranium caespitosum
SC_CON_03,ASTFLE,Astragalus flexuosus
SC_CON_03,ARTLUD,Artemisia ludoviciana
SC_CON_03,LINLEW,Linum lewisii
SC_CON_03,ARIPUR,Aristida purpurea
SC_CON_03,VIONUT,Viola nuttallii
SC_CON_03,TRARAM,Tragia ramosa
SC_CON_03,EROCIC,Erodium cicutarium
SC_CON_03,EUPESU,Euphorbia esula
SC_CON_03,UNK6,
SC_CON_03,ANDGER,Andropogon gerardii
SC_CON_03,HARTRA,Harbouria trachypleura
SC_CON_03,TRAOCC,Tradescantia occidentalis
SC_CON_03,TAROFF,Taraxacum officinale
SC_CON_03,LIAPUN,Liatris punctata
SC_CON_04,BROINE,Bromus inermis
SC_CON_04,ARTFRI,Artemesia frigida
SC_CON_04,ALYSIM,Alyssum simplex
SC_CON_04,ANDGER,Andropogon gerardii
SC_CON_04,BROTEC,Bromus tectorum
SC_CON_04,ERIEFF,Eriogonum effusum
SC_CON_04,ERINAU,Ericameria nauseosa
SC_CON_04,OENSUF,Oenothera suffrutescens
SC_CON_04,OPUMAC,Opuntia macrorhiza
SC_CON_04,EROCIC,Erodium cicutarium
SC_CON_04,DESPIN,Descurainia pinnata
SC_CON_04,PHYHED,Physalis hederifolia
SC_CON_04,ARIPUR,Aristida purpurea
SC_CON_04,CONARV,Convolvulus arvensis
SC_CON_04,SPHCOC,Sphaeralcea coccinea
SC_CON_04,EVONUT,Evolvulus nuttallianus
SC_CON_04,ARTDRA,Artemesia dracunculus
SC_CON_04,TOMREP,Tomostima reptans
SC_CON_04,ASTCRA,Astragalus crassicarpus
SC_CON_04,LINDAL,Linaria dalmatica
SC_CON_04,UNK 11,
SC_CON_04,PEDTEN,Pediomelum tenuiflorum
SC_CON_04,AMBPSI,Ambrosia psilostachya
SC_CON_04,OENHOW,Oenothera howardii
SC_CON_04,HETVIL,Heterotheca villosa
SC_CON_04,VIONUT,Viola nuttallii
SC_CON_04,ELYELY,Elymus elymoides
SC_CON_04,YUCGLA,Yucca glauca
SC_CON_04,ERIFLA,Erigeron flagellaris
SC_CON_04,LOMORI,Lomatium orientale
SC_CON_04,LACSER,Lactuca serriola
SC_CON_04,ASTFLE,Astragalus flexuosus
SC_CON_04,ARTLUD,Artemesia ludoviciana
SC_CON_04,THEMEG,Thelesperma megapotamicum
SC_CON_05,VERTHA,Verbascum thapsus
SC_CON_05,BROTEC,Bromus tectorum
SC_CON_05,ERINAU,Ericameria nauseosa
SC_CON_05,PEDTEN,Pediomelum tenuiflorum
SC_CON_05,ERIFLA,Erigeron flagellaris
SC_CON_05,HETVIL,Heterotheca villosa
SC_CON_05,ARTDRA,Artemesia dracunculus
SC_CON_05,ARTFRI,Artemesia frigida
SC_CON_05,ARIPUR,Aristida purpurea
SC_CON_05,CONARV,Convolvulus arvensis
SC_CON_05,UNK 11,
SC_CON_05,LINLEW,Linum lewisii
SC_CON_05,ALYSIM,Alyssum simplex
SC_CON_05,AGRCRI,Agropyron cristatum
SC_CON_05,TAROFF,Taraxacum officinale
SC_CON_05,LINDAL,Linaria dalmatica
SC_CON_05,OENSUF,Oenothera suffrutescens
SC_CON_05,ARGPOL,Argemone polyanthemos
SC_CON_05,ELYSMI,Elymus smithii
SC_CON_05,LIAPUN,Liatris punctata
SC_CON_05,ERIEFF,Eriogonum effusum
SC_CON_05,ELYELY,Elymus elymoides
SC_CON_05,AMBPSI,Ambrosia psilostachya
SC_CON_05,POACOM,Poa compressa
SC_CON_05,OPUMAC,Opuntia macrorhiza
SC_CON_05,SPHCOC,Sphaeralcea coccinea
SC_CON_05,PHYHED,Physalis hederifolia
SC_CON_05,GUTSAR,Gutierrezia sarothrae
SC_CON_06,YUCGLA,Yucca glauca
SC_CON_06,SPHCOC,Sphaeralcea coccinea
SC_CON_06,OPUMAC,Opuntia macrorhiza
SC_CON_06,ALYSIM,Alyssum simplex
SC_CON_06,BROTEC,Bromus tectorum
SC_CON_06,PEDTEN,Pediomelum tenuiflorum
SC_CON_06,PACFEN,Packera fendleri
SC_CON_06,CONARV,Convolvulus arvensis
SC_CON_06,ERIFLA,Erigeron flagellaris
SC_CON_06,HETVIL,Heterotheca villosa
SC_CON_06,ARTFRI,Artemesia frigida
SC_CON_06,ARIPUR,Aristida purpurea
SC_CON_06,OENSUF,Oenothera suffrutescens
SC_CON_06,OPUPOL,Opuntia polyacantha
SC_CON_06,LINDAL,Linaria dalmatica
SC_CON_06,ARTFRI,Artemesia frigida
SC_CON_06,ARIPUR,Aristida purpurea
SC_CON_06,ARTDRA,Artemesia dracunculus
SC_CON_06,HESCOM,Hesperostipa comata
SC_CON_06,ERIEFF,Eriogonum effusum
SC_CON_06,EROCIC,Erodium cicutarium
SC_CON_06,ECHVIR,Echinocereus viridiflorus
SC_CON_06,BROJAP,Bromus japonicus
SC_CON_07,BROTEC,Bromus tectorum
SC_CON_07,BROJAP,Bromus japonicus
SC_CON_07,BROINE,Bromus inermis
SC_CON_07,AGRCRI,Agropyron cristatum
SC_CON_07,HESCOM,Hesperostipa comata
SC_CON_07,POACOM,Poa compressa
SC_CON_07,ANDGER,Andropogon gerardii
SC_CON_07,BOUGRA,Bouteloua gracilis
SC_CON_07,ARIPUR,Aristida purpurea
SC_CON_07,ELYELY,Elymus elymoides
SC_CON_07,HETVIL,Heterotheca villosa
SC_CON_07,YUCGLA,Yucca glauca
SC_CON_07,OPUMAC,Opuntia macrorhiza
SC_CON_07,ALYSIM,Alyssum simplex
SC_CON_07,OENSUF,Oenothera suffrutescens
SC_CON_07,ARTLUD,Artemesia ludoviciana
SC_CON_07,ERIFLA,Erigeron flagellaris
SC_CON_07,VIONUT,Viola nuttallii
SC_CON_07,KOEMAC,Koeleria macrantha
SC_CON_07,CERARV,Cerastium arvense
SC_CON_07,ESCVIR,Escobaria viridiflorus
SC_CON_07,ARTFRI,Artemesia frigida
SC_CON_07,ARTDRA,Artemesia dracunculus
SC_CON_07,CONARV,Convolvulus arvensis
SC_CON_07,LINLEW,Linum lewisii
SC_CON_07,OPUPOL,Opuntia polyacantha
SC_CON_07,THEMEG,Thelesperma megapotamicum
SC_CON_07,MIRLIN,Mirabilis linearis
SC_CON_07,PEDTEN,Pediomelum tenuiflorum
SC_CON_07,TRARAM,Tragia ramosa
SC_CON_07,EVONUT,Evolvulus nuttallianus
SC_CON_07,SPHCOC,Sphaeralcea coccinea
SC_CON_07,GUTSAR,Gutierrezia sarothrae
SC_CON_07,HELPUM,Helianthus pumilus
SC_CON_07,OREVIR,Oreocarya virgata
SC_CON_08,ALYSIM,Alyssum simplex
SC_CON_08,BROJAP,Bromus japonicus
SC_CON_08,BROTEC,Bromus tectorum
SC_CON_08,ARTFRI,Artemesia frigida
SC_CON_08,ERIFLA,Erigeron flagellaris
SC_CON_08,ARIPUR,Aristida purpurea
SC_CON_08,PEDTEN,Pediomelum tenuiflorum
SC_CON_08,HESCOM,Hesperostipa comata
SC_CON_08,ARTLUD,Artemesia ludoviciana
SC_CON_08,HETVIL,Heterotheca villosa
SC_CON_08,TRARAM,Tragia ramosa
SC_CON_08,OPUPOL,Opuntia polyacantha
SC_CON_08,AMBPSI,Ambrosia psilostachya
SC_CON_08,EROCIC,Erodium cicutarium
SC_CON_08,ESCVIR,Escobaria viridiflorus
SC_CON_08,CIRUND,Cirsium undulatum
SC_CON_08,YUCGLA,Yucca glauca
SC_CON_08,SPHCOC,Sphaeralcea coccinea
SC_CON_08,CONARV,Convolvulus arvensis
SC_CON_08,OPUMAC,Opuntia macrorhiza
SC_CON_08,GUTSAR,Gutierrezia sarothrae
SC_CON_08,EVONUT,Evolvulus nuttallianus
SC_CON_08,OENSUF,Oenothera suffrutescens
SC_CON_08,HORJUB,Hordeum jubatum
SC_CON_08,LINLEW,Linum lewisii
SC_CON_08,ALLTEX,Allium textile
SC_CON_09,ANDGER,Andropogon gerardii
SC_CON_09,BROTEC,Bromus tectorum
SC_CON_09,ALYSIM,Alyssum simplex
SC_CON_09,LIAPUN,Liatris punctata
SC_CON_09,TRAOCC,Tradescantia occidentalis
SC_CON_09,ARTLUD,Artemesia ludoviciana
SC_CON_09,HESCOM,Hesperostipa comata
SC_CON_09,CERARV,Cerastium arvense
SC_CON_09,TRARAM,Tragia ramosa
SC_CON_09,YUCGLA,Yucca glauca
SC_CON_09,OENSUF,Oenothera suffrutescens
SC_CON_09,ARIPUR,Aristida purpurea
SC_CON_09,HETVIL,Heterotheca villosa
SC_CON_09,OPUMAC,Opuntia macrorhiza
SC_CON_09,RHUTRI,Rhus trilobata
SC_CON_09,CHEALB,Chenopodium album
SC_CON_09,ERIFLA,Erigeron flagellaris
SC_CON_09,CIRUND,Cirsium undulatum
SC_CON_09,TRADUB,Tragopogon dubius
SC_CON_09,LACSER,Lactuca serriola
SC_CON_09,ELYSMI,Elymus smithii
